id,text,domain,product,intent,operation,entities
EXP2_00078,The card transaction is being declined repeatedly. What should I investigate? while I'm testing the integration,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00079,A customer's payment isn't going through at checkout. Why? for my online store,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00080,A customer's payment isn't going through at checkout. Why? from my backend,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00081,A customer's payment isn't going through at checkout. Why? for a customer,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00082,A customer's payment isn't going through at checkout. Why? today,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00083,A customer's payment isn't going through at checkout. Why? while I'm testing the integration,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00084,A customer's payment isn't going through at checkout. Why? from the dashboard,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00085,UPI payments started failing for my customers. What could be wrong? from my backend,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00086,UPI payments started failing for my customers. What could be wrong? for a customer,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00087,UPI payments started failing for my customers. What could be wrong? today,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00088,UPI payments started failing for my customers. What could be wrong? while I'm testing the integration,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00089,UPI payments started failing for my customers. What could be wrong? from the dashboard,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00090,UPI payments started failing for my customers. What could be wrong?,razorpay,payments,FAILURE_TROUBLESHOOT,,{}
EXP2_00091,The refund request is failing. What should I check? for a customer,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00092,The refund request is failing. What should I check? today,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00093,The refund request is failing. What should I check? while I'm testing the integration,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00094,The refund request is failing. What should I check? from the dashboard,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00095,The refund request is failing. What should I check?,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00096,The refund request is failing. What should I check? for my online store,razorpay,refunds,FAILURE_TROUBLESHOOT,,{}
EXP2_00097,Payout setl_JKL654 was rejected. How can I troubleshoot it? today,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00098,Payout trf_MNO987 was rejected. What's the process to can I troubleshoot it? while I'm testing the integration,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00099,Payout pay_ABC123 was rejected. I need to know how to can I troubleshoot it? from the dashboard,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00100,Payout order_XYZ789 was rejected. Can you explain how can I troubleshoot it?,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00101,Payout rfnd_DEF456 was rejected. What's the best way to can I troubleshoot it? for my online store,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00102,Payout pout_GHI321 was rejected. Could you tell me how can I troubleshoot it? from my backend,razorpay,payouts,FAILURE_TROUBLESHOOT,,{}
EXP2_00103,Recurring payments for my subscription are failing. while I'm testing the integration,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00104,Recurring payments for my subscription are failing. from the dashboard,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00105,Recurring payments for my subscription are failing.,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00106,Recurring payments for my subscription are failing. for my online store,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00107,Recurring payments for my subscription are failing. from my backend,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00108,Recurring payments for my subscription are failing. for a customer,razorpay,subscriptions,FAILURE_TROUBLESHOOT,,{}
EXP2_00109,Customers reach my Payment Link but cannot complete payment. from the dashboard,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00110,Customers reach my Payment Link but cannot complete payment.,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00111,Customers reach my Payment Link but cannot complete payment. for my online store,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00112,Customers reach my Payment Link but cannot complete payment. from my backend,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00113,Customers reach my Payment Link but cannot complete payment. for a customer,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00114,Customers reach my Payment Link but cannot complete payment. today,razorpay,payment_links,FAILURE_TROUBLESHOOT,,{}
EXP2_00115,Payments through my QR code are failing.,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00116,Payments through my QR code are failing. for my online store,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00117,Payments through my QR code are failing. from my backend,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00118,Payments through my QR code are failing. for a customer,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00119,Payments through my QR code are failing. today,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00120,Payments through my QR code are failing. while I'm testing the integration,razorpay,qr_codes,FAILURE_TROUBLESHOOT,,{}
EXP2_00121,I have an authorized payment. How do I capture it?,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00122,I have an authorized payment. What's the process to do I capture it? for my online store,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00123,I have an authorized payment. I need to know how to do I capture it? from my backend,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00124,I have an authorized payment. Can you explain how do I capture it? for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00125,I have an authorized payment. What's the best way to do I capture it? today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00126,I have an authorized payment. Could you tell me how do I capture it? while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00127,I need to create an order before collecting a payment. for my online store,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00128,I need to create an order before collecting a payment. from my backend,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00129,I need to create an order before collecting a payment. for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00130,I need to create an order before collecting a payment. today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00131,I need to create an order before collecting a payment. while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00132,I need to create an order before collecting a payment. from the dashboard,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00133,I created a Payment Link and now need to cancel it. from my backend,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00134,I created a Payment Link and now need to cancel it. for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00135,I created a Payment Link and now need to cancel it. today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00136,I created a Payment Link and now need to cancel it. while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00137,I created a Payment Link and now need to cancel it. from the dashboard,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00138,I created a Payment Link and now need to cancel it.,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00139,How do I configure a Payment Page before publishing it? for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00140,What's the process to do I configure a Payment Page before publishing it? today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00141,I need to know how to do I configure a Payment Page before publishing it? while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00142,Can you explain how do I configure a Payment Page before publishing it? from the dashboard,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00143,What's the best way to do I configure a Payment Page before publishing it?,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00144,Could you tell me how do I configure a Payment Page before publishing it? for my online store,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00145,What's involved in adding a payment button to my site? today,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00146,What's involved in adding a payment button to my site? while I'm testing the integration,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00147,What's involved in adding a payment button to my site? from the dashboard,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00148,What's involved in adding a payment button to my site?,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00149,What's involved in adding a payment button to my site? for my online store,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00150,What's involved in adding a payment button to my site? from my backend,razorpay,payment_buttons,COLLECTION_SETUP,,{}
EXP2_00151,I want to create a QR code for collecting payments. while I'm testing the integration,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00152,I want to create a QR code for collecting payments. from the dashboard,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00153,I want to create a QR code for collecting payments.,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00154,I want to create a QR code for collecting payments. for my online store,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00155,I want to create a QR code for collecting payments. from my backend,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00156,I want to create a QR code for collecting payments. for a customer,razorpay,qr_codes,COLLECTION_SETUP,,{}
EXP2_00157,How do I set up Smart Collect for my business? from the dashboard,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00158,What's the process to do I set up Smart Collect for my business?,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00159,I need to know how to do I set up Smart Collect for my business? for my online store,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00160,Can you explain how do I set up Smart Collect for my business? from my backend,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00161,What's the best way to do I set up Smart Collect for my business? for a customer,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00162,Could you tell me how do I set up Smart Collect for my business? today,razorpay,smart_collect,COLLECTION_SETUP,,{}
EXP2_00163,I need to update an existing invoice.,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00164,I need to update an existing invoice. for my online store,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00165,I need to update an existing invoice. from my backend,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00166,I need to update an existing invoice. for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00167,I need to update an existing invoice. today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00168,I need to update an existing invoice. while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00169,Can I pause an active subscription? for my online store,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00170,Can I pause an active subscription? from my backend,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00171,Can I pause an active subscription? for a customer,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00172,Can I pause an active subscription? today,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00173,Can I pause an active subscription? while I'm testing the integration,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00174,Can I pause an active subscription? from the dashboard,razorpay,subscriptions,BILLING_MANAGEMENT,,{}
EXP2_00175,How do I update a customer's details? from my backend,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00176,What's the process to do I update a customer's details? for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00177,I need to know how to do I update a customer's details? today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00178,Can you explain how do I update a customer's details? while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00179,What's the best way to do I update a customer's details? from the dashboard,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00180,Could you tell me how do I update a customer's details?,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00181,Where can I configure my payout settings? for a customer,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00182,Where can I configure my payout settings? today,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00183,Where can I configure my payout settings? while I'm testing the integration,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00184,Where can I configure my payout settings? from the dashboard,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00185,Where can I configure my payout settings?,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00186,Where can I configure my payout settings? for my online store,razorpay,cross_cutting,GENERAL_RAZORPAY,,{}
EXP2_00187,I want to customize my Checkout configuration. today,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00188,I want to customize my Checkout configuration. while I'm testing the integration,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00189,I want to customize my Checkout configuration. from the dashboard,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00190,I want to customize my Checkout configuration.,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00191,I want to customize my Checkout configuration. for my online store,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00192,I want to customize my Checkout configuration. from my backend,razorpay,checkout,CHECKOUT_SDK_INTEGRATION,,{}
EXP2_00193,How do I configure Optimizer? while I'm testing the integration,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00194,What's the process to do I configure Optimizer? from the dashboard,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00195,I need to know how to do I configure Optimizer?,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00196,Can you explain how do I configure Optimizer? for my online store,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00197,What's the best way to do I configure Optimizer? from my backend,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00198,Could you tell me how do I configure Optimizer? for a customer,razorpay,optimizer,GENERAL_RAZORPAY,,{}
EXP2_00199,I need to issue a full refund for payment pay_ABC123.,razorpay,refunds,REFUND,,{}
EXP2_00200,I need to issue a full refund for payment order_XYZ789. for my online store,razorpay,refunds,REFUND,,{}
EXP2_00201,I need to issue a full refund for payment rfnd_DEF456. from my backend,razorpay,refunds,REFUND,,{}
EXP2_00202,I need to issue a full refund for payment pout_GHI321. for a customer,razorpay,refunds,REFUND,,{}
EXP2_00203,I need to issue a full refund for payment setl_JKL654. today,razorpay,refunds,REFUND,,{}
EXP2_00204,I need to issue a full refund for payment trf_MNO987. while I'm testing the integration,razorpay,refunds,REFUND,,{}
EXP2_00205,Can I return only part of the amount paid? for my online store,razorpay,refunds,REFUND,,{}
EXP2_00206,Can I return only part of the amount paid? from my backend,razorpay,refunds,REFUND,,{}
EXP2_00207,Can I return only part of the amount paid? for a customer,razorpay,refunds,REFUND,,{}
EXP2_00208,Can I return only part of the amount paid? today,razorpay,refunds,REFUND,,{}
EXP2_00209,Can I return only part of the amount paid? while I'm testing the integration,razorpay,refunds,REFUND,,{}
EXP2_00210,Can I return only part of the amount paid? from the dashboard,razorpay,refunds,REFUND,,{}
EXP2_00211,How do I initiate a refund through the API? from my backend,razorpay,refunds,REFUND,,{}
EXP2_00212,What's the process to do I initiate a refund through the API? for a customer,razorpay,refunds,REFUND,,{}
EXP2_00213,I need to know how to do I initiate a refund through the API? today,razorpay,refunds,REFUND,,{}
EXP2_00214,Can you explain how do I initiate a refund through the API? while I'm testing the integration,razorpay,refunds,REFUND,,{}
EXP2_00215,What's the best way to do I initiate a refund through the API? from the dashboard,razorpay,refunds,REFUND,,{}
EXP2_00216,Could you tell me how do I initiate a refund through the API?,razorpay,refunds,REFUND,,{}
EXP2_00217,A customer wants their payment returned. What is the refund process? for a customer,razorpay,payments,REFUND,,{}
EXP2_00218,A customer wants their payment returned. What is the refund process? today,razorpay,payments,REFUND,,{}
EXP2_00219,A customer wants their payment returned. What is the refund process? while I'm testing the integration,razorpay,payments,REFUND,,{}
EXP2_00220,A customer wants their payment returned. What is the refund process? from the dashboard,razorpay,payments,REFUND,,{}
EXP2_00221,A customer wants their payment returned. What is the refund process?,razorpay,payments,REFUND,,{}
EXP2_00222,A customer wants their payment returned. What is the refund process? for my online store,razorpay,payments,REFUND,,{}
EXP2_00223,Is this captured payment eligible for a refund? today,razorpay,refunds,REFUND,,{}
EXP2_00224,Is this captured payment eligible for a refund? while I'm testing the integration,razorpay,refunds,REFUND,,{}
EXP2_00225,Is this captured payment eligible for a refund? from the dashboard,razorpay,refunds,REFUND,,{}
EXP2_00226,Is this captured payment eligible for a refund?,razorpay,refunds,REFUND,,{}
EXP2_00227,Is this captured payment eligible for a refund? for my online store,razorpay,refunds,REFUND,,{}
EXP2_00228,Is this captured payment eligible for a refund? from my backend,razorpay,refunds,REFUND,,{}
EXP2_00229,Why hasn't my settlement arrived in my bank account?,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00230,Why hasn't my settlement arrived in my bank account? for my online store,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00231,Why hasn't my settlement arrived in my bank account? from my backend,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00232,Why hasn't my settlement arrived in my bank account? for a customer,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00233,Why hasn't my settlement arrived in my bank account? today,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00234,Why hasn't my settlement arrived in my bank account? while I'm testing the integration,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00235,How do settlement schedules work? for my online store,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00236,What's the process to do settlement schedules work? from my backend,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00237,I need to know how to do settlement schedules work? for a customer,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00238,Can you explain how do settlement schedules work? today,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00239,What's the best way to do settlement schedules work? while I'm testing the integration,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00240,Could you tell me how do settlement schedules work? from the dashboard,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00241,Where can I view settlement details? from my backend,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00242,Where can I view settlement details? for a customer,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00243,Where can I view settlement details? today,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00244,Where can I view settlement details? while I'm testing the integration,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00245,Where can I view settlement details? from the dashboard,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00246,Where can I view settlement details?,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00247,I need to configure the schedule for settlements. for a customer,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00248,I need to configure the schedule for settlements. today,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00249,I need to configure the schedule for settlements. while I'm testing the integration,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00250,I need to configure the schedule for settlements. from the dashboard,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00251,I need to configure the schedule for settlements.,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00252,I need to configure the schedule for settlements. for my online store,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00253,The settlement total doesn't match what I expected from my payments. today,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00254,The settlement total doesn't match what I expected from my payments. while I'm testing the integration,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00255,The settlement total doesn't match what I expected from my payments. from the dashboard,razorpay,settlements,SETTLEMENTS,,{}
EXP2_00256,The settlement total doesn't match what I expected from my payments.,razorpay,settlements,SETTLEMENTS,,{}
